"[2.3522, 48.8566, 12139200, 16]",1
"[2.3522, 48.8566, 12139200, 15]",1
"[2.3522, 48.8566, 12139200, 14]",1
"[2.3522, 48.8566, 12139200, 13]",1
"[2.3522, 48.8566, 12139200, 12]",1
"[2.3522, 48.8566, 12139200, 11]",1
"[2.3522, 48.8566, 12139200, 10]",1
"[2.3522, 48.8566, 12139200, 9]",1
"[2.3522, 48.8566, 12139200, 8]",1
"[2.3522, 48.8566, 12139200, 7]",0
"[3.3177907264835085, 46.46231459477618, 12160800, 7]",1
"[3.3177907264835085, 46.46231459477618, 12160800, 6]",1
"[3.3177907264835085, 46.46231459477618, 12160800, 5]",1
"[3.3177907264835085, 46.46231459477618, 12160800, 4]",1
"[3.3177907264835085, 46.46231459477618, 12160800, 3]",1
"[3.3177907264835085, 46.46231459477618, 12160800, 2]",1
"[3.3177907264835085, 46.46231459477618, 12160800, 1]",1
"[3.3177907264835085, 46.46231459477618, 12160800, 0]",0
"[1.4614493786465346, 45.937939142050865, 12182400, 0]",0
"[359.5766321812762, 45.39260598855338, 12204000, 0]",2
"[359.5766321812762, 45.39260598855338, 12204000, 1]",2
"[359.5766321812762, 45.39260598855338, 12204000, 2]",2
"[359.5766321812762, 45.39260598855338, 12204000, 3]",2
"[359.5766321812762, 45.39260598855338, 12204000, 4]",2
"[359.5766321812762, 45.39260598855338, 12204000, 5]",2
"[359.5766321812762, 45.39260598855338, 12204000, 6]",2
"[359.5766321812762, 45.39260598855338, 12204000, 7]",2
"[359.5766321812762, 45.39260598855338, 12204000, 8]",2
"[359.5766321812762, 45.39260598855338, 12204000, 9]",2
"[359.5766321812762, 45.39260598855338, 12204000, 10]",2
"[359.5766321812762, 45.39260598855338, 12204000, 11]",2
"[359.5766321812762, 45.39260598855338, 12204000, 12]",2
"[359.5766321812762, 45.39260598855338, 12204000, 13]",2
"[359.5766321812762, 45.39260598855338, 12204000, 14]",2
"[359.5766321812762, 45.39260598855338, 12204000, 15]",2
"[359.5766321812762, 45.39260598855338, 12204000, 16]",0
"[5.0415, 47.322, 5205600, 16]",0
"[5.8430601312901445, 48.86738795235951, 5227200, 16]",0
"[6.509975990113844, 50.03562317603335, 5248800, 16]",1
"[6.509975990113844, 50.03562317603335, 5248800, 15]",1
"[6.509975990113844, 50.03562317603335, 5248800, 14]",1
"[6.509975990113844, 50.03562317603335, 5248800, 13]",1
"[6.509975990113844, 50.03562317603335, 5248800, 12]",1
"[6.509975990113844, 50.03562317603335, 5248800, 11]",1
"[6.509975990113844, 50.03562317603335, 5248800, 10]",1
"[6.509975990113844, 50.03562317603335, 5248800, 9]",1
"[6.509975990113844, 50.03562317603335, 5248800, 8]",1
"[6.509975990113844, 50.03562317603335, 5248800, 7]",1
"[6.509975990113844, 50.03562317603335, 5248800, 6]",1
"[6.509975990113844, 50.03562317603335, 5248800, 5]",1
"[6.509975990113844, 50.03562317603335, 5248800, 4]",1
"[6.509975990113844, 50.03562317603335, 5248800, 3]",1
"[6.509975990113844, 50.03562317603335, 5248800, 2]",1
"[6.509975990113844, 50.03562317603335, 5248800, 1]",1
"[6.509975990113844, 50.03562317603335, 5248800, 0]",0
"[7.191929675306653, 48.27424821127379, 5270400, 0]",2
"[7.191929675306653, 48.27424821127379, 5270400, 1]",2
"[7.191929675306653, 48.27424821127379, 5270400, 2]",2
"[7.191929675306653, 48.27424821127379, 5270400, 3]",2
"[7.191929675306653, 48.27424821127379, 5270400, 4]",2
"[7.191929675306653, 48.27424821127379, 5270400, 5]",2
